date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:03:00	3300/3300	---M--	200	added ('OK')	application/javascript	etag:%226615ba1c-ce4%22	https://ctoiam.com/wp-includes/blocks/navigation/view.min.js?ver=6.6.4	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-includes/blocks/navigation/view.min369f.js	(from https://ctoiam.com/)
08:03:01	36686/36686	---M--	200	added ('OK')	application/javascript	etag:%2266973705-8f4e%22	https://ctoiam.com/wp-includes/js/dist/interactivity.min.js?ver=6.6.4	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-includes/js/dist/interactivity.min369f.js	(from https://ctoiam.com/)
08:03:02	29272/29272	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-7258%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	(from https://ctoiam.com/)
08:03:03	32492/32492	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-7eec%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	(from https://ctoiam.com/)
08:03:04	29272/29272	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-7258%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	(from https://ctoiam.com/)
08:03:05	32784/32784	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-8010%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	(from https://ctoiam.com/)
08:03:06	34700/34700	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-878c%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	(from https://ctoiam.com/)
08:03:07	34480/34480	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-86b0%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	(from https://ctoiam.com/)
08:03:08	38924/38924	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-980c%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	(from https://ctoiam.com/)
08:03:09	35652/35652	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-8b44%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	(from https://ctoiam.com/)
08:03:12	428448/428448	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-689a0%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	(from https://ctoiam.com/)
08:03:12	803384/803384	---M--	200	added ('OK')	application/octet-stream	etag:%2267341ee6-c4238%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	(from https://ctoiam.com/)
08:03:14	346840/346840	---M--	200	added ('OK')	font/woff2	etag:%2267341ee6-54ad8%22	https://ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	(from https://ctoiam.com/)
08:03:18	82611/82611	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:13%20GMT	https://ctoiam.com/about/	/Users/stevermeister/ctoiam-static/ctoiam.com/about/index.html	(from https://ctoiam.com/)
08:03:20	89574/89574	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:13%20GMT	https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/	/Users/stevermeister/ctoiam-static/ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/index.html	(from https://ctoiam.com/)
08:03:20	85338/85338	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:14%20GMT	https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/	/Users/stevermeister/ctoiam-static/ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/index.html	(from https://ctoiam.com/)
08:03:20	94409/94409	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:13%20GMT	https://ctoiam.com/2024/07/zone-of-genius/	/Users/stevermeister/ctoiam-static/ctoiam.com/2024/07/zone-of-genius/index.html	(from https://ctoiam.com/)
08:03:25	93821/93821	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:19%20GMT	https://ctoiam.com/2024/01/pomodorotimeframing-technic/	/Users/stevermeister/ctoiam-static/ctoiam.com/2024/01/pomodorotimeframing-technic/index.html	(from https://ctoiam.com/)
08:03:27	92380/92380	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:21%20GMT	https://ctoiam.com/2023/10/how-to-be-productive-part-5-developing-your-brain/	/Users/stevermeister/ctoiam-static/ctoiam.com/2023/10/how-to-be-productive-part-5-developing-your-brain/index.html	(from https://ctoiam.com/)
08:03:27	96721/96721	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:20%20GMT	https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/	/Users/stevermeister/ctoiam-static/ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/index.html	(from https://ctoiam.com/)
08:03:28	105176/105176	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:21%20GMT	https://ctoiam.com/2023/10/how-to-be-productive-part-4-willpower-and-focus/	/Users/stevermeister/ctoiam-static/ctoiam.com/2023/10/how-to-be-productive-part-4-willpower-and-focus/index.html	(from https://ctoiam.com/)
08:03:32	98261/98261	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:25%20GMT	https://ctoiam.com/2023/09/how-to-be-productive-part-3-responsibility-and-mindset/	/Users/stevermeister/ctoiam-static/ctoiam.com/2023/09/how-to-be-productive-part-3-responsibility-and-mindset/index.html	(from https://ctoiam.com/)
08:03:32	101505/101505	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:27%20GMT	https://ctoiam.com/2023/08/how-to-be-productive-part-2-productive-environment/	/Users/stevermeister/ctoiam-static/ctoiam.com/2023/08/how-to-be-productive-part-2-productive-environment/index.html	(from https://ctoiam.com/)
08:03:32	97097/97097	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:28%20GMT	https://ctoiam.com/2023/08/how-to-be-productive-part-1-planning-taks-and-time/	/Users/stevermeister/ctoiam-static/ctoiam.com/2023/08/how-to-be-productive-part-1-planning-taks-and-time/index.html	(from https://ctoiam.com/)
08:03:32	89246/89246	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:29%20GMT	https://ctoiam.com/page/2/	/Users/stevermeister/ctoiam-static/ctoiam.com/page/2/index.html	(from https://ctoiam.com/)
08:03:33	4265/4265	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:32%20GMT	https://ctoiam.com/wp-json/wp/v2/pages/2	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/pages/2.json	(from https://ctoiam.com/about/)
08:03:34	2028/2028	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:33%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2Fabout%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedd8d4.json	(from https://ctoiam.com/about/)
08:03:34	695/695	---MC-	200	added ('OK')	application/rss+xml	etag:%2267e03d6c79ecb2ecc4a12f283036a754%22	https://ctoiam.com/about/feed/	/Users/stevermeister/ctoiam-static/ctoiam.com/about/feed/index.html	(from https://ctoiam.com/about/)
08:03:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:34%20GMT	https://ctoiam.com/?p=2	/Users/stevermeister/ctoiam-static/ctoiam.com/index905b.html	(from https://ctoiam.com/about/)
08:03:35	2188/2188	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:34%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2Fabout%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedab65	(from https://ctoiam.com/about/)
08:03:36	6170/6170	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:35%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/152	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/152.json	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:37	2093/2093	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:36%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F07%2Fzone-of-genius%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embed293e.json	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:37%20GMT	https://ctoiam.com/?p=152	/Users/stevermeister/ctoiam-static/ctoiam.com/index1611.html	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:38	2249/2249	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:37%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F07%2Fzone-of-genius%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embed1562	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:39	410340/410340	---M--	200	added ('OK')	image/webp	etag:%22669771c4-642e4%22	https://ctoiam.com/wp-content/uploads/2024/07/DALL%c2%b7E-2024-07-17-09.24.41-An-illustration-showing-the-Zone-of-Genius-concept.-A-person-stands-at-the-center-of-four-overlapping-circles-each-representing-different-zones.-Th.webp	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/uploads/2024/07/DALL%c2%b7E-2024-07-17-09.24.41-An-illustration-showing-the-Zone-of-Genius-concept.-A-person-stands-at-the-center-of-four-overlapping-circles-each-representing-differen	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:39	7562/7562	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:38%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/150	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/150.json	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:39	84942/84942	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:38%20GMT	https://ctoiam.com/category/uncategorized/	/Users/stevermeister/ctoiam-static/ctoiam.com/category/uncategorized/index.html	(from https://ctoiam.com/2024/07/zone-of-genius/)
08:03:40	2286/2286	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:39%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F07%2Fbecoming-an-ai-consultant-essential-steps-and-skills%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedea1c.json	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:40%20GMT	https://ctoiam.com/?p=150	/Users/stevermeister/ctoiam-static/ctoiam.com/index56d6.html	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:41	2442/2442	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:40%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F07%2Fbecoming-an-ai-consultant-essential-steps-and-skills%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedd03c	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:42	82975/82975	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:41%20GMT	https://ctoiam.com/tag/ai/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/ai/index.html	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:42	83011/83011	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:41%20GMT	https://ctoiam.com/category/ai/	/Users/stevermeister/ctoiam-static/ctoiam.com/category/ai/index.html	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:42	82980/82980	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:41%20GMT	https://ctoiam.com/tag/job/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/job/index.html	(from https://ctoiam.com/2024/07/becoming-an-ai-consultant-essential-steps-and-skills/)
08:03:43	4050/4050	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:42%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/53	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/53.json	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:44	2300/2300	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:43%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F02%2Fhow-to-be-productive-part-6-health-and-performance%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedb4aa.json	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:44%20GMT	https://ctoiam.com/?p=53	/Users/stevermeister/ctoiam-static/ctoiam.com/index5fb3.html	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:45	2459/2459	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:44%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F02%2Fhow-to-be-productive-part-6-health-and-performance%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embeddbed	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:46	81834/81834	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:45%20GMT	https://ctoiam.com/tag/health/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/health/index.html	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:46	85276/85276	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:45%20GMT	https://ctoiam.com/tag/productivity/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/productivity/index.html	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:46	91739/91739	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:45%20GMT	https://ctoiam.com/category/productivity/	/Users/stevermeister/ctoiam-static/ctoiam.com/category/productivity/index.html	(from https://ctoiam.com/2024/02/how-to-be-productive-part-6-health-and-performance/)
08:03:47	6371/6371	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:46%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/99	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/99.json	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:48	2164/2164	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:47%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F01%2Fpomodorotimeframing-technic%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embed5ae6.json	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:48%20GMT	https://ctoiam.com/?p=99	/Users/stevermeister/ctoiam-static/ctoiam.com/index5401.html	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:49	2320/2320	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:48%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F01%2Fpomodorotimeframing-technic%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embed7946	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:50	81886/81886	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:49%20GMT	https://ctoiam.com/tag/timemanagement/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/timemanagement/index.html	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:50	81856/81856	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:49%20GMT	https://ctoiam.com/tag/pomodoro/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/pomodoro/index.html	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:51	8074/8074	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:50%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/132	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/132.json	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:52	2266/2266	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:51%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F01%2Fdo-i-need-to-push-people-to-work-from-the-office%2F	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embedb6ee.json	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Oct%202025%2006:03:52%20GMT	https://ctoiam.com/?p=132	/Users/stevermeister/ctoiam-static/ctoiam.com/index31a3.html	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:53	2422/2422	---MC-	200	added ('OK')	text/xml	date:Tue,%2007%20Oct%202025%2006:03:52%20GMT	https://ctoiam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctoiam.com%2F2024%2F01%2Fdo-i-need-to-push-people-to-work-from-the-office%2F&format=xml	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/oembed/1.0/embede3bf	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:53	1063037/1063037	---M--	200	added ('OK')	image/png	etag:%2265b14a3b-10387d%22	https://ctoiam.com/wp-content/uploads/2024/01/DALL%c2%b7E-2024-01-24-18.30.42-An-illustration-for-an-article-about-the-Pomodoro-Technique.-The-image-should-depict-a-minimalist-and-modern-workspace-with-a-desk-a-computer-some-s.png	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/uploads/2024/01/DALL%c2%b7E-2024-01-24-18.30.42-An-illustration-for-an-article-about-the-Pomodoro-Technique.-The-image-should-depict-a-minimalist-and-modern-workspace-with-a-desk-a-com	(from https://ctoiam.com/2024/01/pomodorotimeframing-technic/)
08:03:56	537441/537441	---M--	200	added ('OK')	image/png	etag:%2265aff262-83361%22	https://ctoiam.com/wp-content/uploads/2024/01/officevshome.png	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-content/uploads/2024/01/officevshome.png	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:56	84008/84008	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:54%20GMT	https://ctoiam.com/category/hr/	/Users/stevermeister/ctoiam-static/ctoiam.com/category/hr/index.html	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:56	82941/82941	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:54%20GMT	https://ctoiam.com/tag/office/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/office/index.html	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:56	82941/82941	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2006:03:54%20GMT	https://ctoiam.com/tag/remote/	/Users/stevermeister/ctoiam-static/ctoiam.com/tag/remote/index.html	(from https://ctoiam.com/2024/01/do-i-need-to-push-people-to-work-from-the-office/)
08:03:57	10432/10432	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Oct%202025%2006:03:56%20GMT	https://ctoiam.com/wp-json/wp/v2/posts/51	/Users/stevermeister/ctoiam-static/ctoiam.com/wp-json/wp/v2/posts/51.json	(from https://ctoiam.com/2023/10/how-to-be-productive-part-5-developing-your-brain/)
